StageNumber,ILStageNumber,PointType,p_eff_kPa,VoidRatioUnshifted,VoidRatioCorrected
5,0,initial,18.9938156315995,1.25,1.329
5,1,t100,47.5046112573275,1.18996740754149,1.26896740754149
6,2,t100,95.7529675332842,1.13083177105145,1.20983177105145
7,3,t100,191.113964038797,1.05305041268425,1.13205041268425
8,4,t100,379.809350333683,0.957370956590434,1.03637095659043
