StageNumber,ILStageNumber,PointType,p_eff_kPa,VoidRatioUnshifted,VoidRatioCorrected
6,0,initial,17.3488263631568,1.301,1.396
6,1,t100,46.7914640508544,1.24661907935243,1.34161907935243
7,2,t100,96.2191167604313,1.19218110201694,1.28718110201694
8,3,t100,192.210341829241,1.10766431002118,1.20266431002118
9,4,t100,384.04752178466,0.996093986401056,1.09109398640106
